category,score_type,value
chest_xray,relative_scores,88.88888888888889
chest_xray,relative_scores,77.77777777777779
chest_xray,relative_scores,88.88888888888889
chest_xray,relative_scores,77.77777777777779
chest_xray,relative_scores,88.88888888888889
chest_xray,relative_scores,80.0
chest_xray,relative_scores,75.0
chest_xray,relative_scores,88.88888888888889
chest_xray,relative_scores,88.88888888888889
chest_xray,relative_scores,87.5
chest_xray,relative_scores,77.77777777777779
chest_xray,relative_scores,77.77777777777779
chest_xray,relative_scores,77.77777777777779
chest_xray,relative_scores,77.77777777777779
chest_xray,relative_scores,88.88888888888889
chest_xray,relative_scores,88.88888888888889
chest_xray,relative_scores,75.0
chest_xray,relative_scores,75.0
chest_xray,relative_scores,77.77777777777779
chest_xray,relative_scores,77.77777777777779
chest_xray,relative_scores,66.66666666666666
chest_xray,relative_scores,77.77777777777779
chest_xray,relative_scores,77.77777777777779
chest_xray,relative_scores,88.88888888888889
chest_xray,relative_scores,66.66666666666666
chest_xray,relative_scores,77.77777777777779
chest_xray,relative_scores,77.77777777777779
chest_xray,relative_scores,66.66666666666666
gross,gpt4_scores,8.0
gross,gpt4_scores,9.0
gross,gpt4_scores,8.0
gross,gpt4_scores,9.0
gross,gpt4_scores,9.0
gross,gpt4_scores,9.0
gross,gpt4_scores,9.0
gross,gpt4_scores,9.0
gross,gpt4_scores,9.0
gross,gpt4_scores,9.0
gross,gpt4_scores,9.0
gross,gpt4_scores,9.0
gross,gpt4_scores,6.0
gross,gpt4_scores,9.0
gross,gpt4_scores,9.0
gross,gpt4_scores,9.0
gross,gpt4_scores,9.0
gross,gpt4_scores,10.0
gross,gpt4_scores,8.0
gross,gpt4_scores,9.0
gross,gpt4_scores,8.0
gross,gpt4_scores,9.0
gross,gpt4_scores,9.0
gross,gpt4_scores,8.0
gross,gpt4_scores,8.0
gross,gpt4_scores,9.0
gross,gpt4_scores,9.0
gross,gpt4_scores,9.0
gross,gpt4_scores,10.0
gross,gpt4_scores,9.0
gross,gpt4_scores,9.0
gross,gpt4_scores,9.0
gross,gpt4_scores,9.0
gross,gpt4_scores,8.0
gross,pred_scores,5.0
gross,pred_scores,8.0
gross,pred_scores,7.0
gross,pred_scores,6.0
gross,pred_scores,8.0
gross,pred_scores,8.0
gross,pred_scores,8.0
gross,pred_scores,8.0
gross,pred_scores,8.0
gross,pred_scores,3.0
gross,pred_scores,7.0
gross,pred_scores,7.0
gross,pred_scores,8.0
gross,pred_scores,8.0
gross,pred_scores,8.0
gross,pred_scores,6.0
gross,pred_scores,6.0
gross,pred_scores,6.0
gross,pred_scores,6.0
gross,pred_scores,8.0
gross,pred_scores,6.0
gross,pred_scores,6.0
gross,pred_scores,8.0
gross,pred_scores,6.0
gross,pred_scores,7.0
gross,pred_scores,8.0
gross,pred_scores,6.0
gross,pred_scores,6.0
gross,pred_scores,8.0
gross,pred_scores,6.0
gross,pred_scores,6.0
gross,pred_scores,7.0
gross,pred_scores,8.0
gross,pred_scores,7.0
gross,relative_scores,62.5
gross,relative_scores,88.88888888888889
gross,relative_scores,87.5
gross,relative_scores,66.66666666666666
gross,relative_scores,88.88888888888889
gross,relative_scores,88.88888888888889
gross,relative_scores,88.88888888888889
gross,relative_scores,88.88888888888889
gross,relative_scores,88.88888888888889
gross,relative_scores,33.33333333333333
gross,relative_scores,77.77777777777779
gross,relative_scores,77.77777777777779
gross,relative_scores,133.33333333333331
gross,relative_scores,88.88888888888889
gross,relative_scores,88.88888888888889
gross,relative_scores,66.66666666666666
gross,relative_scores,66.66666666666666
gross,relative_scores,60.0
gross,relative_scores,75.0
gross,relative_scores,88.88888888888889
gross,relative_scores,75.0
gross,relative_scores,66.66666666666666
gross,relative_scores,88.88888888888889
gross,relative_scores,75.0
gross,relative_scores,87.5
gross,relative_scores,88.88888888888889
gross,relative_scores,66.66666666666666
gross,relative_scores,66.66666666666666
gross,relative_scores,80.0
gross,relative_scores,66.66666666666666
gross,relative_scores,66.66666666666666
gross,relative_scores,77.77777777777779
gross,relative_scores,88.88888888888889
gross,relative_scores,87.5
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,8.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,10.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,8.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,8.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,8.0
detailed_description,gpt4_scores,9.0
detailed_description,gpt4_scores,9.0
detailed_description,pred_scores,6.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,6.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,8.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,6.0
detailed_description,pred_scores,6.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,6.0
detailed_description,pred_scores,6.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,6.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,6.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,8.0
detailed_description,pred_scores,6.0
detailed_description,pred_scores,6.0
detailed_description,pred_scores,6.0
detailed_description,pred_scores,6.0
detailed_description,pred_scores,6.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,8.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,6.0
detailed_description,pred_scores,6.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,8.0
detailed_description,pred_scores,6.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,8.0
detailed_description,pred_scores,6.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,6.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,7.0
detailed_description,pred_scores,6.0
detailed_description,relative_scores,66.66666666666666
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,66.66666666666666
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,88.88888888888889
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,75.0
detailed_description,relative_scores,66.66666666666666
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,66.66666666666666
detailed_description,relative_scores,66.66666666666666
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,66.66666666666666
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,66.66666666666666
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,80.0
detailed_description,relative_scores,66.66666666666666
detailed_description,relative_scores,66.66666666666666
detailed_description,relative_scores,66.66666666666666
detailed_description,relative_scores,75.0
detailed_description,relative_scores,66.66666666666666
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,88.88888888888889
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,75.0
detailed_description,relative_scores,66.66666666666666
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,88.88888888888889
detailed_description,relative_scores,66.66666666666666
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,88.88888888888889
detailed_description,relative_scores,66.66666666666666
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,66.66666666666666
detailed_description,relative_scores,87.5
detailed_description,relative_scores,77.77777777777779
detailed_description,relative_scores,66.66666666666666
